Sr_No,Location_Coordinates,Location,Hospital_Name,Address_Original_First_Line,State,District,Subdistrict,Pincode,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,Latitude,Longitude,Geocoding_Query,Geocoding_Status
24184,,"4 - A, Dr.J.Jayalalitha Nagar, Mogappair",Madras Medical Mission Hospital - Institute of Cardio Vascular Diseases,"4 - A, Dr.J.Jayalalitha Nagar, Mogappair",Tamil Nadu,Chennai,0,600037,0,105911,0,0,0,0,0,0,icvddoctors@mmm.org.in,0,www.madrasmedicalmission.org,"Anaesthesiology,\n Cardiac Anaesthesia,\n Cardiology,\n Diabetology,\n Gynaecology,\n Laboratory Medicine,\n Nuclear Medicine,\n Paediatric Cardiology,\n Respiratory Medicine,\n Transfusion Medicine","CCU, ICU",,,,,,,,,,,,,,,0,,,,,,33,603,13.0859961,80.1870589,"Madras Medical Mission Hospital - Institute of Cardio Vascular Diseases, Chennai, Tamil Nadu, India",Found
24185,,"Thiruvottriyur, No.393/1, T H Road",Aakash Hospital,"Thiruvottriyur, No.393/1, T H Road",Tamil Nadu,Chennai,0,600019,0,0,0,0,0,0,"044 49304200, 044 49304299",0,contact@aakashhospital.in,0,www.aakashhospital.in,"Anaesthesiology,\n Bariatric Surgery,\n Cardiology,\n Chest Physician,\n Dentistry,\n Dentistry and Maxillofacial Surgery\n Dermatology,\n Diabetology,\n Dietetics,\n Endocrinology,\n Endoscopy,\n ENT,\n Gastroenterology,\n General Medicine,\n General Surgery,\n Interventional Radiology,\n Laparoscopic Surgery,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Obstetrics and Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopaedics,\n Pathology,\n Paediatrics,\n Physiotherapy,\n Plastic and Reconstructive Surgery,\n Plastic Surgery\n Psychiatry,\n Radiology,\n Surgical Gastroenterology\n Urology,\n Uro Surgery,","Radiology and Imaging Sciences,\nUltra Sonogram,\nEcho Cardiography,\nColor Doppler,\nX-Ray\nECG,\nPhysiotherapy,\nAnaesthesiology,\nIRCU,\nLaboratory Services,\nBlood Bank,\n24 hrs Pharmacy,\nAmbulance Service,\nEmergency Services,\nHealth Care, Packages\nPsychiatry and Counselling,\nCanteen / Dietary, Services",,,,,,,,,,,,,,,0,,,,,,33,603,13.0554597,80.2118365,"Aakash Hospital, Chennai, Tamil Nadu, India",Found
24186,,"12 - A, Nageswara Road, Nungambakkam",Kanchi Kamakoti Childs Trust Hospital,"12 - A, Nageswara Road, Nungambakkam",Tamil Nadu,Chennai,0,600034,0,0,0,0,0,0,0,0,kkcth@airtelmail.in,0,www.childstrusthospital.in,"Anaesthesiology,\n Cardiology,\n Dentistry,\n Endocrinology,\n ENT, Gastroenterology,\n Genetics,\n Hemato Oncology,\n Micro-Biology,\n Neonatology,\n Nephrology,\n Neuro Surgery,\n Ophthalmology,\n Orthopaedics,\n Paediatric Surgery,\n Physical Medicine and Rehabilitation,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Pulmonology,\n Radiology,\n Speech Therapy\n Urology","Emergency,\nCT Scan,\nIntensive Care Unit,\nBlood Bank\nBiochemistry Lab",,,,,,,,,,,,,,,0,,,,,,33,603,13.0573636,80.2459063,"Kanchi Kamakoti Childs Trust Hospital, Chennai, Tamil Nadu, India",Found
24187,,"No.645, TH Road, Tondiarpet","Apollo Hospitals, Tondiarpet","No.645, TH Road, Tondiarpet",Tamil Nadu,Chennai,0,600081,0,"1066, 044 28290792",0,0,0,0,0,0,enquiry@apollohospitals.com,0,www.apollohospitals.com,Anaesthesiology\n Cardiology\n Cardiothoracic Surgery\n Cosmetology\n Dermatology\n Diabetology\n Endocrinology\n ENT\n Gastroenterology\n Geriatrics\n haematology\n Neonatology\n Nephrology\n Neurology\n Obstetrics and Gynaecology\n Ophthalmology\n Orthopaedics\n Paediatrics\n Physiotherapy\n Plastic Surgery\n Radiology\n Rheumatology\n Urology\n Vascular Surgery,,,,,,,,,,,,,,,,0,,,,,,33,603,13.1289367,80.2905623,"Apollo Hospitals, Tondiarpet, Chennai, Tamil Nadu, India",Found
24188,,"15, Dr.Radha Krishnan Salai, Mylapore",CSI Kalyani Hospital,"15, Dr.Radha Krishnan Salai, Mylapore",Tamil Nadu,Chennai,0,600004,0,0,0,0,0,0,0,0,csikalyanihospital@rocketmail.com,0,www.csikalyanihospital.com,Allergy\n Anaesthesiology\n Cardiology\n Cosmetology\n Dentistry\n Dermatology\n Endocrinology\n ENT\n Gastroenterology\n General Medicine\n General Surgery\n Haematology\n Nephrology\n Neurology\n Obstetrics and Gynaecology\n Ophthalmology\n Orthopaedics\n Paediatric Surgery\n Paediatrics\n Physiotherapy\n Plastic Surgery\n Psychiatry\n Pulmonology\n Urology,24 Hours Emergency and Trauma care\n24 Hours Ambulance Services\nIntensive Care Unit (ICU)\nNeonatal Intensive Care Unit (NICU)\n24 Hours Laboratory Services\nRadiology and Imaging Services\n24 Hours Pharmacy\nDialysis Unit\nSatellite Blood Bank\nOptical Shop\nChapel\nEndoscopy\nLaparoscopy\nBronchoscopy\nArthroscopy\nColposcopy\nHysteroscopy\nMaster Health Check up\nPain Clinic\nImmunization Clinic\n24 Hours Canteen\nFitness Centre,,,,,,,,,,,,,,,0,,,,,,33,603,13.0432845,80.2724013,"CSI Kalyani Hospital, Chennai, Tamil Nadu, India",Found
24189,,"5/639, Old Mahabalipuram Road, Kandanchavadi, Perungudi",Lifeline Multi Speciality Hospital,"5/639, Old Mahabalipuram Road, Kandanchavadi, Perungudi",Tamil Nadu,Chennai,0,600096,0,0,0,0,0,0,0,0,enquiry@lifelinehospitals.com,0,www.lifelinehospitals.com,"Dermatology,\n Diabetology,\n ENT, Gastroenterology,\nGeneral and Laparoscopic Surgery,\n Geriatrics,\n Internal Medicine, Neurology,\n Obstetrics and Gynaecology\n Ophthalmology,\n Orthopaedics and Traumatology,\n Paediatrics,\n Psychiatry,\n Urology","Weight Loss Surgery,\nPainless Surgery,\nKey hole Surgery,\nFat Surgery,,\n Sleeve Gastrectomy Surgery,\n Fundoplication Surgery,\nTummy Tuck Surgery,\n Bypass Surgery,\nInternational Patient Services,\nTelemedicine,\nCorporate Health Care Service,\nBrain and Spine Care,\nThe Chief Minister Insurance Scheme,\nCorporate Social, Responsibility",,,,,,,,,,,,,,,0,,,,,,33,603,,,,Not Found
24190,,"New No.72, Old No.148, Luz Church Road, Mylapore",Chennai Meenakshi Multispeciality Hospital,"New No.72, Old No.148, Luz Church Road, Mylapore",Tamil Nadu,Chennai,0,600004,0,0,0,0,0,0,0,0,cmmhospitals@gmail.com,0,www.cmmh.in,"Cardiology,\n Cosmetic Surgery,\n Dentistry,\n Dermatology,\n Diabetology,\n Endocrinology,\n ENT,\nGastro Surgery,\nGastroenterology,\nGeneral Medicine,\nGeneral Surgery,\n Internal Medicine, Nephrology,\n Neuro Surgery,\n Neurology,\n Ophthalmology,\n Orthopaedics and Traumatology,\n Paediatrics,\n Physiotherapy,\n Psychiatry,\n Radiology,\n Rheumatology\n Surgical Oncology\n Urology,\n Vascular Surgery","Well Equipped, Operation Theatre\nCasualty, Department\n24 Hours Dialysis Centre\nDiagnostic Services\nC.T.SCAN and X-Ray machine,\nUltrasound, machine/Echocardiography,\n24 Hours Pharmacy\nHealth Check-Up",,,,,,,,,,,,,,,0,,,,,,33,603,13.0376198,80.2619625,"Chennai Meenakshi Multispeciality Hospital, Chennai, Tamil Nadu, India",Found
24191,,"7, Barnaby Road, Kilpauk","Aditya Hospital, Kilpauk","7, Barnaby Road, Kilpauk",Tamil Nadu,Chennai,0,600010,0,044 26411447,0,0,0,0,0,0,adityahospital@gmail.com,0,www.adityahospital.co.in,"Anaesthesiology,\n Cardiology,\n Dentistry,\n Dermatology,\n Endocrinology,\n ENT,\n Gastroenterology\n Gynaecology,\n Nephrology,\n Neurology,\n Oncology,\n Ophthalmology,\n Orthopaedics,\n Pulmonology,\n Urology","Treadmil Test (Cardiac),\nMedical Clinic,\nECHO and 3D, Doppler study\nHeart, Hypertension, Diabetes and Lipid Clinic,\nECG,\nGynec and Infertility Clinic,\nTrop-I and Heart, Attack Testing\nPaediatric Clinic,\n24 Hr Laboratory Services,\nSpecialty Clinics - ENT, Skin etc\nWalk-in anytime, Blood Testing\nMedical Checkup Clinic\nAll Biochemical Tests\nLong-term Care for Debilities\nAll Culture and Sensitivity Tests\nFully-Equipped, 24Hr Casualty\nAll Biopsies\nOperation Theatre Major\nFNAC\nOperation Theatre Minor\nPregnancy Ultrasound Scan\nLaparoscopy Surgeries\nWhole Abdomen Scan\nBirthing Suites\nArterial Doppler Study\nNewborn Resuscitation Unit\nVenous Doppler Study\nNewborn Phototherapy\nSingle Organ Scan\nMedical and Cardiac ICU\nX-ray\nSurgical and Trauma ICU\nRadiology procedures\nDiabetic ICU\nPFT - Lung Function Tests\nPrivate AC Rooms\nThyroid Testing\nPrivate Non-AC Rooms\nUpper Gl Scopy\nDeluxe AC\nColonoscopy\nSemi Private\nBarium Studies\nGeneral Ward\nLaparoscopy Diagnosis\nIsolation Ward For Infections\nPAP Smear\nHysterosalpingogram\nLaryngoscopy\nDiagnostic Nasal Endoscopy\nBronchoscopy\nNarcotic Drugs and Alcohol Testing",,,,,,,,,,,,,,,0,,,,,,33,603,13.0806801,80.2486159,"Aditya Hospital, Kilpauk, Chennai, Tamil Nadu, India",Found
24192,,"241, G.S.T.Road, Chromepet",Parvathy Hospital,"241, G.S.T.Road, Chromepet",Tamil Nadu,Chennai,0,600044,0,0,0,0,0,0,0,0,,0,www.parvathyhospital.com,"Cardiology,\nCardiothoracic Surgery,\nGastroenterology,\nGeneral Medicine, Joint Replacement Surgery\nNephrology,\nNeuro Surgery,\nNeurology\nOrthopaedics,\nPlastic Surgery,\nRheumatology,\nSpine Related Disorders,\nSpine Surgery,\nVascular Surgery,","CT Scan,\nAmbulance Services, for safe transport, located at Strategic Locations,\nIntra Operative C Arm,\nIntra Operative DSA,\nPentero Ziess, Microscope\nIntra Operative CT for Computer Assisted Navigation Surgeries,\nUltra Modern ICU\nAdvanced Digital, X-Ray\nGeneral Ward,\nSuite Rooms,\nIntra Operative CT for Computer Assisted Navigation Surgeries,\nExclusive, Orthopaedic and Neuro Care Beds.\n9-bedded casualty with Hyper Baric Oxygen Chamber.\n26-bedded ICU with NegativePressure Chamber and International Quality Pendents.\n36 rooms with contemporary styled architecture / 30 Self-sufficient General Ward beds.\nAll wards and rooms have modern motorised 5-Position cots of international standards with remote control.\nOperation Theatre has Intelligent OR, fully integrated with Brain Suite Net.\nOperation Theatres with Laminor Airflow\nOperation Theatre for General Surgery",,,,,,,,,,,,,,,0,,,,,,33,603,13.036525,80.1567342,"Parvathy Hospital, Chennai, Tamil Nadu, India",Found
24193,,"No: 827, Poonamallee High Road",KKR Ent Hospital and Research Institute (P) Ltd,"No: 827, Poonamallee High Road",Tamil Nadu,Chennai,0,600010,0,0,0,0,0,0,0,044 2641 2727,enquiry@kkrenthospital.org,0,http://www.kkrenthospital.org/,Ent,,,,,,,,,,,,,,,,0,,,,,,33,603,,,,Not Found
24208,,"No.81-85, Annai Therasa Street, Indira Nagar",A.N.N.Hospital,"No.81-85, Annai Therasa Street, Indira Nagar",Tamil Nadu,Chennai,Valasaravakkam,600087,0,"044 24869301, 07299906307",0,0,0,0,0,0,annhospitals@gmail.com,0,www.annhospital.com,"Pre Conceptional Clinic, Gynaecology, Pre Marital Counseling and Family Planning,\nMenopausal Clinic, Sexual Problems, Opthalmology, Urologoy, Cancer Screening, Oncology, Infertility,\nDiabetology, Nephrology, Psychiatry, Plastic Surgeon, Paediatric surgeon, ENT and Neurology, Cardiology, Cardio thoracic Surgery",Delivery Baby\nBone and Join Replacement\nHeart and Diabetes\nDialysis / Kidney Stones\nEndoscopy and Laproscopy\nArthroscopy\nKey Hole Surgery\nDental / Facial / Plastic Surgery\nNeurology (Surgery and Medical)\nGastroenterology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0405941,80.1784622,"A.N.N.Hospital, Chennai, Tamil Nadu, India",Found
24209,,"No.22/2, E.S.I.Hospital Road",Abhijay Hospital P.Ltd,"No.22/2, E.S.I.Hospital Road",Tamil Nadu,Chennai,Peravallur,600011,0,0,0,0,0,0,0,0,0,0,http://www.abhijayhospital.com/,"Obstetrics and Gynaecology, Invitro Fertilization, Cardiology, Orthopaedics, Paediatrics, Plastic Surgery,\nNeuro Surgery, Neuro Physician, Gastroenterology, Surgical Gastroenterology, Pulmonology, Diabetology, Oncology, Surgeons, Anaesthetia, Dentist, Vascular Surgery, Dermatology, Nephrology, Urology, Psychiatrics, Psychology, Physiotherapy, Dietician","General Ward, Emergency, Out Patient, In Patient, Diagnosis, Laboratory, Pharmacy, Cafeteria, Insurance, Checkups",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,,,,Not Found
24211,,"New No.80, 7th Avenue, Ashok Nagar",Ammayi Eye Hospital,"New No.80, 7th Avenue, Ashok Nagar",Tamil Nadu,Chennai,Ashok Nagar,600093,0,0,0,0,0,0,0,0,contact@ammayieyehospital.com,0,http://www.ammayieyehospital.com/,0,"Phaco Emulsification, Intraocular Lens, Foldable IOL, Multi Focal IOL, Iridex Green Laser, Zeiss Yag Laser",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0331935,80.2159045,"Ammayi Eye Hospital, Chennai, Tamil Nadu, India",Found
24212,,"New No.310, Mint Street, Sowcarpet",Amrit Hospital,"New No.310, Mint Street, Sowcarpet",Tamil Nadu,Chennai,0,600079,0,0,0,0,0,0,0,0,0,0,http://www.amrithospital.com/,"Ophthalmology, Obstetrics and Gynecology, Chest Medicine, Dermatology, Diabetology, ENT, General Medicine and Geriatrics, General Surgery, Orthopedics, Physiotherapy, Urology","Humpherey Visual field Analyzer, A.Scan Biometry, Computerised Refraction, Contact Lens, Glaucoma Surgery Squint",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,603,13.0811868,80.2520834,"Amrit Hospital, Chennai, Tamil Nadu, India",Found
24221,,"No - 1201, 6th Avenue",Aashiana Hospital,"No - 1201, 6th Avenue",Tamil Nadu,Chennai,Anna Nagar,600040,0,0,0,0,0,0,0,0,info@aashianachennai.com,0,http://www.aashianachennai.com/p/home.html,"Adult Psychiatry, Child Psychiatry service offered, Geriatric psychiatric services, Psychological Services",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,33,603,13.0924039,80.2090184,"Aashiana Hospital, No - 1201, 6th Avenue, Chennai, Tamil Nadu, India",Found
